,City,ID,Lat,Lon,Temp
508,Vranje,784227,42.551392,21.90028,-3.0
509,Podgorica,3193044,42.441109,19.263611,2.01
510,Cuprija,791678,43.927502,21.370001,-4.0
511,Pozega,3190589,45.340279,17.68528,2.0
512,Belgrade,2802359,50.471378,4.82935,10.17
513,Zrenjanin,783814,45.38361,20.381941,-2.88
514,Sombor,3190342,45.77417,19.112221,-1.0
515,Budapest,3054643,47.498009,19.039909,0.0
516,Pecs,3046526,46.083328,18.23333,3.91
517,Szeged,715429,46.252998,20.148239,-1.0
518,Eger,721239,47.902649,20.373289,-3.79
519,Debrecen,721472,47.533329,21.633329,3.1
520,Sopron,3045190,47.685009,16.59049,1.0
521,Szolnok,715126,47.183331,20.200001,0.0
522,Lesko,766452,49.4701,22.33042,-3.11
523,Nowy Sacz,763534,49.621769,20.69705,2.0
524,Bielsko-Biala,3103402,49.822449,19.04686,4.0
525,Sandomierz,7532761,50.679501,21.747,2.0
526,Czestochowa,3100946,50.796459,19.12409,3.0
527,Klodzko,3096053,50.434879,16.661449,3.31
528,Wlodawa,755474,51.549999,23.549999,3.0
529,Kozienice,7533191,51.585999,21.536501,1.41
530,Lodz,3093133,51.75,19.466669,2.0
531,Wroclaw,3081368,51.099998,17.033331,8.0
532,Leszno,3093524,51.84034,16.57494,6.98
533,Warszawa,6695624,52.23547,21.04191,1.53
